"Timestamp","EventType","EntityId","Cost","Latency","Energy","Successful","CustomValues"
"2","CLOUDLET_FINISHED","3","0.1","1.3925999999999998","0.0","false",""
"2","CLOUDLET_FINISHED","4","0.1","1.7559136466554945","0.0","false",""
"3","CLOUDLET_FINISHED","0","11.298960000000001","2.613484073267995","0.0","true",""
"3","CLOUDLET_FINISHED","1","0.1","2.8285462619235284","0.0","false",""
"4","CLOUDLET_FINISHED","2","0.1","3.3010076030102997","0.0","false",""
"4","CLOUDLET_FINISHED","12","0.1","1.2316997666691467","0.0","false",""
"5","CLOUDLET_FINISHED","5","0.1","3.9745180574677956","0.0","false",""
"5","CLOUDLET_FINISHED","11","0.1","1.9354775200231567","0.0","false",""
"6","CLOUDLET_FINISHED","14","0.1","1.9838097211719328","0.0","false",""
"6","CLOUDLET_FINISHED","10","0.1","3.100152927326754","0.0","false",""
"6","CLOUDLET_FINISHED","6","0.1","4.790187251892324","0.0","false",""
"6","CLOUDLET_FINISHED","7","0.1","4.879210682914157","0.0","false",""
"6","CLOUDLET_FINISHED","8","0.1","3.6622","0.0","false",""
"7","CLOUDLET_FINISHED","15","0.1","2.5809388107683686","0.0","false",""
"7","CLOUDLET_FINISHED","17","0.1","1.8554930122594255","0.0","false",""
"7","CLOUDLET_FINISHED","13","0.1","3.86463699511361","0.0","false",""
"7","CLOUDLET_FINISHED","9","0.1","4.912300252954836","0.0","false",""
"8","CLOUDLET_FINISHED","18","0.1","2.472565658158385","0.0","false",""
"9","CLOUDLET_FINISHED","16","0.1","4.016097443739861","0.0","false",""
"9","CLOUDLET_FINISHED","23","0.1","0.8756391884996102","0.0","false",""
"9","CLOUDLET_FINISHED","20","0.1","1.7540510955826303","0.0","false",""
"11","CLOUDLET_FINISHED","19","0.1","3.7719228308451704","0.0","false",""
"11","CLOUDLET_FINISHED","22","0.1","3.2858144747026525","0.0","false",""
"11","CLOUDLET_FINISHED","25","0.1","1.7769778162489747","0.0","false",""
"12","CLOUDLET_FINISHED","21","0.1","4.346647953760826","0.0","false",""
"12","CLOUDLET_FINISHED","27","0.1","1.6684272433108163","0.0","false",""
"12","CLOUDLET_FINISHED","24","0.1","3.6300420394833406","0.0","false",""
"14","CLOUDLET_FINISHED","28","0.1","3.168493279000037","0.0","false",""
"14","CLOUDLET_FINISHED","26","0.1","4.564672456338032","0.0","false",""
"16","CLOUDLET_FINISHED","32","0.1","2.6874984531524166","0.0","false",""
"16","CLOUDLET_FINISHED","33","0.1","2.279216561111472","0.0","false",""
"16","CLOUDLET_FINISHED","30","0.1","3.277669512183863","0.0","false",""
"16","CLOUDLET_FINISHED","31","0.1","3.2034875357833457","0.0","false",""
"17","CLOUDLET_FINISHED","35","0.1","1.1589062617108397","0.0","false",""
"17","CLOUDLET_FINISHED","29","0.1","4.874935278854174","0.0","false",""
"17","CLOUDLET_FINISHED","36","0.1","1.6604341866268797","0.0","false",""
"18","CLOUDLET_FINISHED","38","0.1","0.8297729135558995","0.0","false",""
"18","CLOUDLET_FINISHED","34","0.1","3.6316816133129173","0.0","false",""
"18","CLOUDLET_FINISHED","40","0.1","0.9004000000000012","0.0","false",""
"19","CLOUDLET_FINISHED","41","0.1","0.9280000000000008","0.0","false",""
"20","CLOUDLET_FINISHED","44","0.1","1.7228098389695923","0.0","false",""
"21","CLOUDLET_FINISHED","39","0.1","4.014660113206123","0.0","false",""
"22","CLOUDLET_FINISHED","48","0.1","1.281835769794668","0.0","false",""
"22","CLOUDLET_FINISHED","42","0.1","3.5792590708486216","0.0","false",""
"22","CLOUDLET_FINISHED","37","0.1","4.8473795701351605","0.0","false",""
"22","CLOUDLET_FINISHED","49","0.1","1.6185524263494493","0.0","false",""
"22","CLOUDLET_FINISHED","43","0.1","3.662731187726834","0.0","false",""
"23","CLOUDLET_FINISHED","50","0.1","2.2581214510920944","0.0","false",""
"23","CLOUDLET_FINISHED","55","0.1","1.1470619505056199","0.0","false",""
"23","CLOUDLET_FINISHED","45","0.1","4.657720280196674","0.0","false",""
"23","CLOUDLET_FINISHED","47","0.1","3.4988226024020577","0.0","false",""
"24","CLOUDLET_FINISHED","46","0.1","4.85097293762756","0.0","false",""
"24","CLOUDLET_FINISHED","51","0.1","3.1563505407769163","0.0","false",""
"24","CLOUDLET_FINISHED","56","0.1","1.7724895325923207","0.0","false",""
"25","CLOUDLET_FINISHED","58","0.1","1.892267581971847","0.0","false",""
"25","CLOUDLET_FINISHED","54","0.1","3.5703883818863034","0.0","false",""
"26","CLOUDLET_FINISHED","57","0.1","2.803867105116076","0.0","false",""
"26","CLOUDLET_FINISHED","52","0.1","4.954125633685642","0.0","false",""
"26","CLOUDLET_FINISHED","53","0.1","5.026199999999999","0.0","false",""
"27","CLOUDLET_FINISHED","63","0.1","1.2069444775556413","0.0","false",""
"28","CLOUDLET_FINISHED","60","0.1","3.0471658209892922","0.0","false",""
"28","CLOUDLET_FINISHED","61","0.1","1.8959604922066404","0.0","false",""
"28","CLOUDLET_FINISHED","66","0.1","1.2323449353499036","0.0","false",""
"29","CLOUDLET_FINISHED","59","0.1","4.228786868364288","0.0","false",""
"29","CLOUDLET_FINISHED","67","0.1","1.4560994950444979","0.0","false",""
"29","CLOUDLET_FINISHED","68","0.1","1.0063768085596259","0.0","false",""
"29","CLOUDLET_FINISHED","65","0.1","2.5281874019572044","0.0","false",""
"30","CLOUDLET_FINISHED","73","0.1","0.9954721523981505","0.0","false",""
"30","CLOUDLET_FINISHED","70","0.1","1.7762259758555636","0.0","false",""
"30","CLOUDLET_FINISHED","62","0.1","4.082908505173361","0.0","false",""
"31","CLOUDLET_FINISHED","69","0.1","2.790719598378818","0.0","false",""
"31","CLOUDLET_FINISHED","75","0.1","1.696074207626996","0.0","false",""
"31","CLOUDLET_FINISHED","64","0.1","4.381540343097797","0.0","false",""
"31","CLOUDLET_FINISHED","76","0.1","1.555019395024999","0.0","false",""
"32","CLOUDLET_FINISHED","78","0.1","1.7507637717507691","0.0","false",""
"32","CLOUDLET_FINISHED","71","0.1","4.044416305575613","0.0","false",""
"33","CLOUDLET_FINISHED","74","0.1","4.075589580970146","0.0","false",""
"33","CLOUDLET_FINISHED","77","0.1","3.010005109303542","0.0","false",""
"33","CLOUDLET_FINISHED","72","0.1","4.547924834880458","0.0","false",""
"34","CLOUDLET_FINISHED","85","0.1","1.6459018455801768","0.0","false",""
"34","CLOUDLET_FINISHED","82","0.1","2.912799999999997","0.0","false",""
"34","CLOUDLET_FINISHED","84","0.1","2.5338724425355537","0.0","false",""
"35","CLOUDLET_FINISHED","83","0.1","2.8856289732314693","0.0","false",""
"35","CLOUDLET_FINISHED","80","0.1","3.4782908491610343","0.0","false",""
"35","CLOUDLET_FINISHED","90","0.1","0.8330897484233617","0.0","false",""
"35","CLOUDLET_FINISHED","89","0.1","0.9950446072820327","0.0","false",""
"35","CLOUDLET_FINISHED","79","0.1","4.855104826992527","0.0","false",""
"36","CLOUDLET_FINISHED","81","0.1","4.158018090513686","0.0","false",""
"36","CLOUDLET_FINISHED","91","0.1","1.2242544163192477","0.0","false",""
"37","CLOUDLET_FINISHED","86","0.1","3.874978256803267","0.0","false",""
"37","CLOUDLET_FINISHED","87","0.1","3.3616407259886643","0.0","false",""
"38","CLOUDLET_FINISHED","93","0.1","2.2651714527139006","0.0","false",""
"38","CLOUDLET_FINISHED","95","0.1","1.1334306260545404","0.0","false",""
"38","CLOUDLET_FINISHED","88","0.1","4.204594494928756","0.0","false",""
"39","CLOUDLET_FINISHED","92","0.1","4.630034668498659","0.0","false",""
"39","CLOUDLET_FINISHED","96","0.1","2.6322000000000045","0.0","false",""
"40","CLOUDLET_FINISHED","97","0.1","2.213904462652337","0.0","false",""
"40","CLOUDLET_FINISHED","94","0.1","4.273800000000001","0.0","false",""
"41","CLOUDLET_FINISHED","98","0.1","1.7820699018271924","0.0","false",""
"41","CLOUDLET_FINISHED","100","0.1","1.090210967011899","0.0","false",""
"41","CLOUDLET_FINISHED","102","0.1","1.0785682115731134","0.0","false",""
"41","CLOUDLET_FINISHED","103","0.1","0.8887690394392465","0.0","false",""
"42","CLOUDLET_FINISHED","101","0.1","2.320638654942478","0.0","false",""
"43","CLOUDLET_FINISHED","99","0.1","3.5066838437644634","0.0","false",""
"43","CLOUDLET_FINISHED","106","0.1","1.1134329418385605","0.0","false",""
"44","CLOUDLET_FINISHED","104","0.1","3.1827687442073014","0.0","false",""
"44","CLOUDLET_FINISHED","105","0.1","2.7183503628556025","0.0","false",""
"45","CLOUDLET_FINISHED","112","0.1","1.4696110815113457","0.0","false",""
"45","CLOUDLET_FINISHED","113","0.1","1.617205511814042","0.0","false",""
"46","CLOUDLET_FINISHED","107","0.1","3.699681598431283","0.0","false",""
"46","CLOUDLET_FINISHED","109","0.1","3.135840898477909","0.0","false",""
"46","CLOUDLET_FINISHED","110","0.1","3.0833696905402377","0.0","false",""
"46","CLOUDLET_FINISHED","108","0.1","3.836471676773229","0.0","false",""
"46","CLOUDLET_FINISHED","117","0.1","1.7804108501228058","0.0","false",""
"46","CLOUDLET_FINISHED","111","0.1","3.128941400630623","0.0","false",""
"47","CLOUDLET_FINISHED","114","0.1","2.9062381633311603","0.0","false",""
"47","CLOUDLET_FINISHED","116","0.1","2.455199999999998","0.0","false",""
"47","CLOUDLET_FINISHED","115","0.1","3.2203153586958777","0.0","false",""
"47","CLOUDLET_FINISHED","123","0.1","1.038800000000002","0.0","false",""
"48","CLOUDLET_FINISHED","124","0.1","0.921321278285852","0.0","false",""
"48","CLOUDLET_FINISHED","126","0.1","1.0734083273969617","0.0","false",""
"48","CLOUDLET_FINISHED","119","0.1","3.736436062145799","0.0","false",""
"49","CLOUDLET_FINISHED","128","0.1","1.5054290396150733","0.0","false",""
"49","CLOUDLET_FINISHED","118","0.1","4.7157812712537535","0.0","false",""
"49","CLOUDLET_FINISHED","120","0.1","4.787771021587304","0.0","false",""
"49","CLOUDLET_FINISHED","121","0.1","3.6626078849655173","0.0","false",""
"49","CLOUDLET_FINISHED","122","0.1","3.7707610280009263","0.0","false",""
"50","CLOUDLET_FINISHED","129","0.1","2.4193287114910262","0.0","false",""
"51","CLOUDLET_FINISHED","125","0.1","3.8972219635157614","0.0","false",""
"52","CLOUDLET_FINISHED","127","0.1","4.7020580075815275","0.0","false",""
"52","CLOUDLET_FINISHED","130","0.1","4.0012337565519545","0.0","false",""
"52","CLOUDLET_FINISHED","132","0.1","2.311","0.0","false",""
"52","CLOUDLET_FINISHED","134","0.1","0.8254017060011591","0.0","false",""
"53","CLOUDLET_FINISHED","131","0.1","5.0188168927472105","0.0","false",""
"55","CLOUDLET_FINISHED","135","0.1","2.2987521110143803","0.0","false",""
"55","CLOUDLET_FINISHED","138","0.1","0.9307377018304805","0.0","false",""
"56","CLOUDLET_FINISHED","133","0.1","5.0410213300669895","0.0","false",""
"57","CLOUDLET_FINISHED","136","0.1","3.303689536823839","0.0","false",""
